barrels08,barrelsA08,city08,cityA08,co2TailpipeAGpm,co2TailpipeGpm,comb08,combA08,fuelCost08,fuelCostA08,fuelType,fuelType1,highway08,highwayA08,id,make,model,mpgData,trany,year,trans_dscr,atvType,fuelType2,phevCity,phevHwy,phevComb
18.31166667,0,16,0,0,493.7222222,18,0,3250,0,Premium,Premium Gasoline,22,0,19332,Acura,NSX,N,Automatic (S4),2004,2MODE CLKUP,,,0,0,0
18.31166667,0,16,0,0,493.7222222,18,0,3250,0,Premium,Premium Gasoline,22,0,19333,Acura,NSX,N,Manual 6-spd,2004,,,,0,0,0
15.69571429,0,18,0,0,423.1904762,21,0,2750,0,Premium,Premium Gasoline,26,0,19334,Audi,TT Roadster,N,Automatic (S6),2004,3MODE CLKUP,,,0,0,0
15.69571429,0,18,0,0,423.1904762,21,0,2750,0,Premium,Premium Gasoline,26,0,19335,Audi,TT Roadster quattro,N,Manual 6-spd,2004,,,,0,0,0
15.69571429,0,19,0,0,423.1904762,21,0,2750,0,Premium,Premium Gasoline,25,0,19336,Audi,TT Roadster quattro,N,Automatic (S6),2004,3MODE,,,0,0,0
15.69571429,0,18,0,0,423.1904762,21,0,2750,0,Premium,Premium Gasoline,26,0,19337,BMW,Z4 Roadster,Y,Manual 5-spd,2004,,,,0,0,0
15.69571429,0,18,0,0,423.1904762,21,0,2750,0,Premium,Premium Gasoline,26,0,19338,BMW,Z4 Roadster,N,Automatic (S5),2004,3MODE CLKUP,,,0,0,0
15.69571429,0,18,0,0,423.1904762,21,0,2750,0,Premium,Premium Gasoline,27,0,19339,BMW,Z4 Roadster,N,Automatic (S6),2004,4MODE,,,0,0,0
15.69571429,0,18,0,0,423.1904762,21,0,2750,0,Premium,Premium Gasoline,27,0,19340,BMW,Z4 Roadster,Y,Manual 6-spd,2004,,,,0,0,0
16.4805,0,17,0,0,444.35,20,0,2900,0,Premium,Premium Gasoline,25,0,19341,BMW,Z4 Roadster,N,Automatic (S5),2004,3MODE CLKUP,,,0,0,0
15.69571429,0,18,0,0,423.1904762,21,0,2750,0,Premium,Premium Gasoline,27,0,19342,BMW,Z4 Roadster,N,Automatic (S6),2004,4MODE,,,0,0,0
18.31166667,0,15,0,0,493.7222222,18,0,3250,0,Premium,Premium Gasoline,23,0,19343,Cadillac,XLR,N,Automatic 5-spd,2004,CLKUP,,,0,0,0
17.34789474,0,16,0,0,467.7368421,19,0,3050,0,Premium,Premium Gasoline,23,0,19344,Chevrolet,Corvette,Y,Automatic 4-spd,2004,CLKUP,,,0,0,0
16.4805,0,17,0,0,444.35,20,0,2900,0,Premium,Premium Gasoline,26,0,19345,Chevrolet,Corvette,Y,Manual 6-spd,2004,,,,0,0,0
15.69571429,0,19,0,0,423.1904762,21,0,2750,0,Premium,Premium Gasoline,25,0,19346,Chrysler,Crossfire,Y,Automatic 5-spd,2004,CLKUP,,,0,0,0
18.31166667,0,15,0,0,493.7222222,18,0,3250,0,Premium,Premium Gasoline,23,0,19347,Chrysler,Crossfire,Y,Manual 6-spd,2004,,,,0,0,0
25.35461538,0,11,0,0,683.6153846,13,0,4500,0,Premium,Premium Gasoline,19,0,19348,Dodge,Viper Convertible,N,Manual 6-spd,2004,,,,0,0,0
29.96454545,0,10,0,0,807.9090909,11,0,5300,0,Premium,Premium Gasoline,15,0,19349,Ferrari,360 Modena/Spider/Challenge,N,Manual 6-spd,2004,,,,0,0,0
27.4675,0,10,0,0,740.5833333,12,0,4850,0,Premium,Premium Gasoline,15,0,19350,Ferrari,360 Modena/Spider/Challenge,N,Automatic (S6),2004,2MODE,,,0,0,0
29.96454545,0,10,0,0,807.9090909,11,0,5300,0,Premium,Premium Gasoline,15,0,19351,Ferrari,360 Modena/Spider/Challenge,N,Automatic (S6),2004,3MODE,,,0,0,0
29.96454545,0,9,0,0,807.9090909,11,0,5300,0,Premium,Premium Gasoline,15,0,19352,Ferrari,575 M Maranello,N,Manual 6-spd,2004,,,,0,0,0
29.96454545,0,9,0,0,807.9090909,11,0,5300,0,Premium,Premium Gasoline,16,0,19353,Ferrari,575 M Maranello,N,Automatic (S6),2004,3MODE,,,0,0,0
18.31166667,0,15,0,0,493.7222222,18,0,3250,0,Premium,Premium Gasoline,21,0,19354,Ford,Thunderbird,N,Automatic 5-spd,2004,CLKUP,,,0,0,0
18.31166667,0,15,0,0,493.7222222,18,0,3250,0,Premium,Premium Gasoline,23,0,19355,Ford,Thunderbird,Y,Automatic (S5),2004,CLKUP,,,0,0,0
7.012978723,0,45,0,0,189.0851064,47,0,1000,0,Regular,Regular Gasoline,49,0,19356,Honda,Insight,Y,Automatic (variable gear ratios),2004,EMS,Hybrid,,0,0,0
6.338653846,0,48,0,0,170.9038462,52,0,900,0,Regular,Regular Gasoline,58,0,19357,Honda,Insight,Y,Manual 5-spd,2004,SIL EMS,Hybrid,,0,0,0
16.4805,0,17,0,0,444.35,20,0,2900,0,Premium,Premium Gasoline,23,0,19358,Honda,S2000,Y,Manual 6-spd,2004,,,,0,0,0
32.961,0,8,0,0,888.7,10,0,5800,0,Premium,Premium Gasoline,14,0,19359,Lamborghini,L-140/141 Gallardo,N,Manual 6-spd,2004,,,,0,0,0
29.96454545,0,9,0,0,807.9090909,11,0,5300,0,Premium,Premium Gasoline,16,0,19360,Lamborghini,L-140/141 Gallardo,N,Automatic (S6),2004,,,,0,0,0
32.961,0,8,0,0,888.7,10,0,5800,0,Premium,Premium Gasoline,12,0,19361,Lamborghini,L-147/148 Murcielago,N,Manual 6-spd,2004,,,,0,0,0
29.96454545,0,9,0,0,807.9090909,11,0,5300,0,Premium,Premium Gasoline,14,0,19362,Lamborghini,L-147/148 Murcielago,N,Automatic (S6),2004,,,,0,0,0
20.600625,0,14,0,0,555.4375,16,0,3650,0,Premium,Premium Gasoline,21,0,19363,Lotus,Esprit V8,N,Manual 5-spd,2004,,,,0,0,0
27.4675,0,10,0,0,740.5833333,12,0,4850,0,Premium,Premium Gasoline,15,0,19364,Maserati,Spider Cambiocorsa/Spider GT,N,Manual 6-spd,2004,,,,0,0,0
27.4675,0,10,0,0,740.5833333,12,0,4850,0,Premium,Premium Gasoline,16,0,19365,Maserati,Spider Cambiocorsa/Spider GT,N,Automatic (S6),2004,3MODE,,,0,0,0
14.98227273,0,20,0,0,403.9545455,22,0,2650,0,Premium,Premium Gasoline,26,0,19366,Mazda,MX-5 Miata,N,Automatic 4-spd,2004,CLKUP,,,0,0,0
14.33086957,0,20,0,0,386.3913043,23,0,2550,0,Premium,Premium Gasoline,26,0,19367,Mazda,MX-5 Miata,Y,Manual 5-spd,2004,,,,0,0,0
14.98227273,0,20,0,0,403.9545455,22,0,2650,0,Premium,Premium Gasoline,26,0,19368,Mazda,MX-5 Miata,Y,Manual 6-spd,2004,,,,0,0,0
16.4805,0,18,0,0,444.35,20,0,2900,0,Premium,Premium Gasoline,24,0,19369,Mazda,MX-5 Miata,Y,Manual 6-spd,2004,,,,0,0,0
19.38882353,0,14,0,0,522.7647059,17,0,3400,0,Premium,Premium Gasoline,21,0,19370,Mercedes-Benz,SL500,Y,Automatic 7-spd,2004,EMS 2MODE CLKUP,,,0,0,0
21.974,0,13,0,0,592.4666667,15,0,3900,0,Premium,Premium Gasoline,19,0,19371,Mercedes-Benz,SL55 AMG,N,Automatic (S5),2004,EMS 2MODE CLKUP,,,0,0,0
23.54357143,0,12,0,0,634.7857143,14,0,4150,0,Premium,Premium Gasoline,17,0,19372,Mercedes-Benz,SL600,N,Automatic 5-spd,2004,EMS 2MODE CLKUP,,,0,0,0
14.98227273,0,19,0,0,403.9545455,22,0,2650,0,Premium,Premium Gasoline,26,0,19373,Mercedes-Benz,SLK230,N,Automatic 5-spd,2004,EMS 2MODE CLKUP,,,0,0,0
15.69571429,0,19,0,0,423.1904762,21,0,2750,0,Premium,Premium Gasoline,26,0,19374,Mercedes-Benz,SLK230,N,Manual 6-spd,2004,EMS,,,0,0,0
19.38882353,0,15,0,0,522.7647059,17,0,3400,0,Premium,Premium Gasoline,21,0,19375,Mercedes-Benz,SLK32 AMG,N,Automatic 5-spd,2004,EMS 2MODE CLKUP,,,0,0,0
16.4805,0,18,0,0,444.35,20,0,2900,0,Premium,Premium Gasoline,24,0,19376,Mercedes-Benz,SLK320,N,Automatic 5-spd,2004,EMS 2MODE CLKUP,,,0,0,0
17.34789474,0,17,0,0,467.7368421,19,0,3050,0,Premium,Premium Gasoline,24,0,19377,Mercedes-Benz,SLK320,N,Manual 6-spd,2004,EMS,,,0,0,0
16.4805,0,18,0,0,444.35,20,0,2900,0,Premium,Premium Gasoline,24,0,19378,Nissan,350z,Y,Manual 6-spd,2004,,,,0,0,0
17.34789474,0,17,0,0,467.7368421,19,0,3050,0,Premium,Premium Gasoline,24,0,19379,Nissan,350z,Y,Automatic (S5),2004,CLKUP,,,0,0,0
16.4805,0,17,0,0,444.35,20,0,2900,0,Premium,Premium Gasoline,24,0,19380,Nissan,350z Roadster,Y,Manual 6-spd,2004,,,,0,0,0
17.34789474,0,16,0,0,467.7368421,19,0,3050,0,Premium,Premium Gasoline,23,0,19381,Nissan,350z Roadster,Y,Automatic (S5),2004,CLKUP,,,0,0,0
15.69571429,0,18,0,0,423.1904762,21,0,2750,0,Premium,Premium Gasoline,27,0,19382,Porsche,Boxster,Y,Manual 5-spd,2004,,,,0,0,0
17.34789474,0,16,0,0,467.7368421,19,0,3050,0,Premium,Premium Gasoline,24,0,19383,Porsche,Boxster,Y,Automatic (S5),2004,2MODE,,,0,0,0
17.34789474,0,16,0,0,467.7368421,19,0,3050,0,Premium,Premium Gasoline,24,0,19384,Porsche,Boxster S,N,Manual 6-spd,2004,,,,0,0,0
18.31166667,0,15,0,0,493.7222222,18,0,3250,0,Premium,Premium Gasoline,24,0,19385,Porsche,Boxster S,N,Automatic (S5),2004,2MODE,,,0,0,0
20.600625,0,14,0,0,555.4375,16,0,3650,0,Premium,Premium Gasoline,21,0,19386,Porsche,Carrera 2 911 GT3,N,Manual 6-spd,2004,,,,0,0,0
29.96454545,0,9,0,0,807.9090909,11,0,5300,0,Premium,Premium Gasoline,15,0,19387,Porsche,Carrera GT,N,Manual 6-spd,2004,2MODE,,,0,0,0
20.600625,0,14,0,0,555.4375,16,0,3650,0,Premium,Premium Gasoline,22,0,19388,Porsche,Turbo 2 911 Gt2,N,Manual 6-spd,2004,,,,0,0,0
13.1844,0,23,0,0,355.48,25,0,1900,0,Regular,Regular Gasoline,29,0,19389,Toyota,MR2,N,Manual 5-spd,2004,,,,0,0,0
12.67730769,0,23,0,0,341.8076923,26,0,1850,0,Regular,Regular Gasoline,30,0,19390,Toyota,MR2,N,Manual 6-spd,2004,,,,0,0,0
25.35461538,0,11,0,0,683.6153846,13,0,4500,0,Premium,Premium Gasoline,18,0,19391,Aston Martin,V12 Vanquish,Y,Automatic (S6),2004,CLKUP,,,0,0,0
15.69571429,0,18,0,0,423.1904762,21,0,2750,0,Premium,Premium Gasoline,27,0,19392,Audi,TT Coupe,N,Automatic (S6),2004,3MODE CLKUP,,,0,0,0
15.69571429,0,18,0,0,423.1904762,21,0,2750,0,Premium,Premium Gasoline,26,0,19393,Audi,TT Coupe quattro,N,Manual 6-spd,2004,,,,0,0,0
14.98227273,0,20,0,0,403.9545455,22,0,2650,0,Premium,Premium Gasoline,24,0,19394,Audi,TT Coupe quattro,Y,Automatic (S6),2004,3MODE,,,0,0,0
16.4805,0,17,0,0,444.35,20,0,2900,0,Premium,Premium Gasoline,25,0,19395,BMW,325ci Convertible,N,Manual 5-spd,2004,,,,0,0,0
17.34789474,0,16,0,0,467.7368421,19,0,3050,0,Premium,Premium Gasoline,24,0,19396,BMW,325ci Convertible,N,Automatic (S5),2004,3MODE CLKUP,,,0,0,0
15.69571429,0,18,0,0,423.1904762,21,0,2750,0,Premium,Premium Gasoline,26,0,19397,BMW,325ci Convertible,Y,Automatic (S6),2004,4MODE,,,0,0,0
16.4805,0,17,0,0,444.35,20,0,2900,0,Premium,Premium Gasoline,26,0,19398,BMW,330ci Convertible,Y,Manual 6-spd,2004,,,,0,0,0
17.34789474,0,16,0,0,467.7368421,19,0,3050,0,Premium,Premium Gasoline,23,0,19399,BMW,330ci Convertible,Y,Automatic (S5),2004,3MODE CLKUP,,,0,0,0
16.4805,0,17,0,0,444.35,20,0,2900,0,Premium,Premium Gasoline,25,0,19400,BMW,330ci Convertible,N,Automatic (S6),2004,4MODE,,,0,0,0
19.38882353,0,14,0,0,522.7647059,17,0,3400,0,Premium,Premium Gasoline,21,0,19401,BMW,M3 Convertible,Y,Manual 6-spd,2004,,,,0,0,0
20.600625,0,14,0,0,555.4375,16,0,3650,0,Premium,Premium Gasoline,20,0,19402,BMW,M3 Convertible,Y,Automatic (S6),2004,6MODE,,,0,0,0
17.34789474,0,16,0,0,467.7368421,19,0,3050,0,Premium,Premium Gasoline,24,0,19403,Jaguar,XK8 Convertible,N,Automatic 6-spd,2004,2MODE CLKUP,,,0,0,0
