barrels08,barrelsA08,city08,cityA08,co2TailpipeAGpm,co2TailpipeGpm,comb08,combA08,fuelCost08,fuelCostA08,fuelType,fuelType1,highway08,highwayA08,id,make,model,mpgData,trany,year,trans_dscr,atvType,fuelType2,phevCity,phevHwy,phevComb
9.694411765,0,31,0,0,257,34,0,1400,0,Regular,Regular Gasoline,40,0,41213,Toyota,Corolla,Y,Automatic (AV-S10),2020,,,,0,0,0
6.338653846,0,53,0,0,170,52,0,900,0,Regular,Regular Gasoline,52,0,41214,Toyota,Corolla Hybrid,Y,Automatic (variable gear ratios),2020,,Hybrid,,0,0,0
10.3003125,0,29,0,0,277,32,0,1500,0,Regular,Regular Gasoline,36,0,41215,Toyota,Corolla,N,Manual 6-spd,2020,,,,0,0,0
9.694411765,0,31,0,0,265,34,0,1400,0,Regular,Regular Gasoline,38,0,41216,Toyota,Corolla XSE,N,Automatic (AV-S10),2020,,,,0,0,0
9.988181818,0,30,0,0,267,33,0,1450,0,Regular,Regular Gasoline,38,0,41217,Toyota,Corolla,N,Automatic (variable gear ratios),2020,,,,0,0,0
9.988181818,0,29,0,0,266,33,0,1450,0,Regular,Regular Gasoline,39,0,41218,Toyota,Corolla,N,Manual 6-spd,2020,,,,0,0,0
10.3003125,0,29,0,0,274,32,0,1500,0,Regular,Regular Gasoline,37,0,41219,Toyota,Corolla XLE,N,Automatic (variable gear ratios),2020,,,,0,0,0
10.987,0,27,0,0,303,30,0,1600,0,Regular,Regular Gasoline,33,0,41220,Kia,Soul,N,Automatic (variable gear ratios),2020,,,,0,0,0
10.63258065,0,29,0,0,287,31,0,1550,0,Regular,Regular Gasoline,35,0,41221,Kia,Soul Eco dynamics,N,Automatic (variable gear ratios),2020,,,,0,0,0
12.20777778,0,25,0,0,332,27,0,1750,0,Regular,Regular Gasoline,31,0,41222,Kia,Soul,N,Manual 6-spd,2020,,,,0,0,0
11.36586207,0,27,0,0,309,29,0,1650,0,Regular,Regular Gasoline,32,0,41223,Kia,Soul,N,Automatic (AM-S7),2020,,,,0,0,0
12.67730769,0,23,0,0,351,26,0,1850,0,Regular,Regular Gasoline,30,0,41227,Kia,Sportage FWD,Y,Automatic (S6),2020,,,,0,0,0
14.33086957,0,20,0,0,392,23,0,2050,0,Regular,Regular Gasoline,28,0,41228,Kia,Sportage FWD,N,Automatic (S6),2020,,,,0,0,0
14.33086957,0,20,0,0,395,23,0,2050,0,Regular,Regular Gasoline,26,0,41229,Kia,Telluride FWD,N,Automatic (S8),2020,,,,0,0,0
14.33086957,0,22,0,0,386,23,0,2050,0,Regular,Regular Gasoline,26,0,41230,Kia,Sportage AWD,Y,Automatic (S6),2020,,,,0,0,0
15.69571429,0,19,0,0,421,21,0,2250,0,Regular,Regular Gasoline,24,0,41231,Kia,Sportage AWD,N,Automatic (S6),2020,,,,0,0,0
15.69571429,0,19,0,0,426,21,0,2250,0,Regular,Regular Gasoline,24,0,41232,Kia,Telluride AWD,N,Automatic (S8),2020,,,,0,0,0
14.98227273,0,19,0,0,404,22,0,2650,0,Premium,Premium Gasoline,26,0,41233,Mercedes-Benz,GLE350 4matic,Y,Automatic 9-spd,2020,,,,0,0,0
15.69571429,0,19,0,0,422,21,0,2750,0,Premium,Premium Gasoline,24,0,41234,Mercedes-Benz,GLE450 4matic,Y,Automatic 9-spd,2020,,Hybrid,,0,0,0
12.67730769,0,23,0,0,346,26,0,2250,0,Premium,Premium Gasoline,30,0,41236,Jaguar,F-Type Coupe,N,Automatic (S8),2020,,,,0,0,0
12.67730769,0,23,0,0,346,26,0,2250,0,Premium,Premium Gasoline,30,0,41237,Jaguar,F-Type Convertible,N,Automatic (S8),2020,,,,0,0,0
11.77178571,0,25,0,0,312,28,0,2100,0,Premium,Premium Gasoline,34,0,41238,Jaguar,XE,N,Automatic (S8),2020,,,,0,0,0
12.20777778,0,24,0,0,333,27,0,2150,0,Premium,Premium Gasoline,32,0,41239,Jaguar,XE 30t,N,Automatic (S8),2020,,,,0,0,0
11.77178571,0,24,0,0,321,28,0,2100,0,Premium,Premium Gasoline,34,0,41240,Jaguar,XE AWD,N,Automatic (S8),2020,,,,0,0,0
13.1844,0,22,0,0,354,25,0,2350,0,Premium,Premium Gasoline,30,0,41241,Jaguar,XE AWD 30t,N,Automatic (S8),2020,,,,0,0,0
11.77178571,0,25,0,0,312,28,0,2100,0,Premium,Premium Gasoline,34,0,41242,Jaguar,XF,N,Automatic (S8),2020,,,,0,0,0
12.67730769,0,23,0,0,335,26,0,2250,0,Premium,Premium Gasoline,31,0,41243,Jaguar,XF 30t,N,Automatic (S8),2020,,,,0,0,0
12.20777778,0,23,0,0,333,27,0,2150,0,Premium,Premium Gasoline,33,0,41244,Jaguar,XF AWD,N,Automatic (S8),2020,,,,0,0,0
13.1844,0,22,0,0,349,25,0,2350,0,Premium,Premium Gasoline,31,0,41245,Jaguar,XF AWD 30t,N,Automatic (S8),2020,,,,0,0,0
13.73375,0,21,0,0,370,24,0,2400,0,Premium,Premium Gasoline,28,0,41246,Jaguar,XF Sportbrake AWD,N,Automatic (S8),2020,,,,0,0,0
13.73375,0,21,0,0,371,24,0,2400,0,Premium,Premium Gasoline,28,0,41247,Jaguar,E-Pace,N,Automatic (S9),2020,,,,0,0,0
14.33086957,0,21,0,0,379,23,0,2550,0,Premium,Premium Gasoline,27,0,41248,Jaguar,E-Pace P300,N,Automatic (S9),2020,,,,0,0,0
13.73375,0,22,0,0,365,24,0,2400,0,Premium,Premium Gasoline,27,0,41249,Jaguar,F-Pace,N,Automatic (S8),2020,,,,0,0,0
13.73375,0,22,0,0,373,24,0,2400,0,Premium,Premium Gasoline,27,0,41250,Jaguar,F-Pace 30t,N,Automatic (S8),2020,,,,0,0,0
14.33086957,0,21,0,0,384,23,0,2550,0,Premium,Premium Gasoline,27,0,41251,Land Rover,Range Rover Velar,N,Automatic (S8),2020,,,,0,0,0
14.98227273,0,20,0,0,399,22,0,2650,0,Premium,Premium Gasoline,26,0,41252,Land Rover,Range Rover Velar P300,N,Automatic (S8),2020,,,,0,0,0
14.33086957,0,20,0,0,390,23,0,2550,0,Premium,Premium Gasoline,28,0,41278,Jaguar,F-Type Coupe,N,Automatic (S8),2020,,,,0,0,0
14.33086957,0,20,0,0,390,23,0,2550,0,Premium,Premium Gasoline,28,0,41279,Jaguar,F-Type Convertible,N,Automatic (S8),2020,,,,0,0,0
14.98227273,0,19,0,0,407,22,0,2650,0,Premium,Premium Gasoline,27,0,41280,Jaguar,F-Type S Coupe,N,Automatic (S8),2020,,,,0,0,0
14.98227273,0,19,0,0,407,22,0,2650,0,Premium,Premium Gasoline,27,0,41281,Jaguar,F-Type S Convertible,N,Automatic (S8),2020,,,,0,0,0
