barrels08,barrelsA08,city08,cityA08,co2TailpipeAGpm,co2TailpipeGpm,comb08,combA08,fuelCost08,fuelCostA08,fuelType,fuelType1,highway08,highwayA08,id,make,model,mpgData,trany,year,trans_dscr,atvType,fuelType2,phevCity,phevHwy,phevComb
17.34789474,0,17,0,0,467.7368421,19,0,3050,0,Premium,Premium Gasoline,21,0,28854,Chrysler,QC Car,N,Automatic 3-spd,1988,,,,0,0,0
15.69571429,0,18,0,0,423.1904762,21,0,2250,0,Regular,Regular Gasoline,26,0,28855,Ford,Tempo,N,Manual 5-spd,1988,,,,0,0,0
15.69571429,0,18,0,0,423.1904762,21,0,2250,0,Regular,Regular Gasoline,26,0,28856,Mercury,Topaz,N,Manual 5-spd,1988,,,,0,0,0
18.31166667,0,15,0,0,493.7222222,18,0,2650,0,Regular,Regular Gasoline,23,0,28857,Ford,Taurus Wagon V6 A/C,N,Automatic 4-spd,1988,,,,0,0,0
18.31166667,0,15,0,0,493.7222222,18,0,2650,0,Regular,Regular Gasoline,23,0,28858,Mercury,Sable Wagon V6 A/C,N,Automatic 4-spd,1988,,,,0,0,0
25.35461538,0,12,0,0,683.6153846,13,0,3650,0,Regular,Regular Gasoline,16,0,28859,Ford,F150 Pickup 4WD,N,Manual 5-spd,1988,,,,0,0,0
25.35461538,0,11,0,0,683.6153846,13,0,3650,0,Regular,Regular Gasoline,15,0,28860,Ford,F250 Pickup 4WD,N,Manual 5-spd,1988,,,,0,0,0
25.35461538,0,11,0,0,683.6153846,13,0,3650,0,Regular,Regular Gasoline,15,0,28861,Ford,Bronco 4WD,N,Manual 5-spd,1988,,,,0,0,0
15.69571429,0,19,0,0,423.1904762,21,0,2250,0,Regular,Regular Gasoline,25,0,4117,Alfa Romeo,Spider,N,Manual 5-spd,1988,,,,0,0,0
21.974,0,12,0,0,592.4666667,15,0,3200,0,Regular,Regular Gasoline,20,0,4118,Aurora Cars Ltd,Aurora,N,Manual 5-spd,1988,,,,0,0,0
14.98227273,0,20,0,0,403.9545455,22,0,2150,0,Regular,Regular Gasoline,26,0,4119,Bertone,X1/9,N,Manual 5-spd,1988,,,,0,0,0
16.4805,0,17,0,0,444.35,20,0,2400,0,Regular,Regular Gasoline,26,0,4120,Buick,Reatta,N,Automatic 4-spd,1988,,,,0,0,0
19.38882353,0,15,0,0,522.7647059,17,0,3400,0,Premium,Premium Gasoline,22,0,4121,Cadillac,Allante,N,Automatic 4-spd,1988,,,,0,0,0
18.31166667,0,15,0,0,493.7222222,18,0,3250,0,Premium,Premium Gasoline,23,0,4122,Chevrolet,Corvette,N,Automatic 4-spd,1988,,,,0,0,0
18.31166667,0,15,0,0,493.7222222,18,0,3250,0,Premium,Premium Gasoline,22,0,4123,Chevrolet,Corvette,Y,Manual 4-spd,1988,SIL,,,0,0,0
18.31166667,0,15,0,0,493.7222222,18,0,3250,0,Premium,Premium Gasoline,23,0,4124,Chevrolet,Corvette Convertible,N,Automatic 4-spd,1988,,,,0,0,0
18.31166667,0,15,0,0,493.7222222,18,0,3250,0,Premium,Premium Gasoline,22,0,4125,Chevrolet,Corvette Convertible,N,Manual 4-spd,1988,SIL,,,0,0,0
18.31166667,0,15,0,0,493.7222222,18,0,2650,0,Regular,Regular Gasoline,22,0,4126,Nissan,300ZX,N,Automatic 4-spd,1988,2LKUP,,,0,0,0
17.34789474,0,16,0,0,467.7368421,19,0,2500,0,Regular,Regular Gasoline,24,0,4127,Nissan,300ZX,N,Automatic 4-spd,1988,2LKUP,,,0,0,0
